date,iso_week,followers,posts_published,impressions,profile_clicks,referral_signups,referral_volume_usdt,commission_usdt,notes
2026-07-25,2026-W30,0,0,0,0,0,0.0,0.0,起始基準，開始前先把目前粉絲數填進來
